Warehouse,Product,Stock Level,Reorder Level,Supplier,Last Updated,Transport Cost
WH-B,Camera,31.0,89,Supplier-A,2025-09-15,2421
WH-D,Camera,30.0,199,Supplier-A,2025-10-26,2564
WH-B,Keyboard,444.0,63,Supplier-B,2024-08-16,2502
WH-A,Mobile,232.0,238,Supplier-A,2025-10-17,2242
WH-E,Keyboard,269.0,181,Supplier-X,2026-01-26,2309
WH-E,Camera,,54,Supplier-Y,2024-09-16,2566
WH-E,Mouse,52.0,215,Supplier-B,2026-02-13,1869
WH-D,Mobile,338.0,138,Supplier-A,2024-12-09,3093
WH-D,Laptop,167.0,170,Supplier-Y,2025-10-29,2727
WH-D,Monitor,132.0,225,Supplier-B,2024-12-11,2419
WH-E,Camera,472.0,232,Supplier-Y,2025-01-22,3965
WH-D,Mouse,429.0,91,Supplier-A,2025-11-25,2805
WH-B,Keyboard,361.0,94,Supplier-X,2024-09-02,1785
WH-B,Camera,426.0,176,Supplier-X,2024-10-30,3083
WH-B,Monitor,44.0,141,Supplier-B,2025-01-03,1715
WH-C,Tablet,443.0,178,Supplier-Y,2024-11-13,2895
WH-A,Mouse,78.0,80,Supplier-A,2025-09-02,1121
WH-B,Camera,194.0,246,Supplier-Z,2024-08-28,2455
WH-E,Keyboard,456.0,181,Supplier-Y,2024-10-30,2977
WH-A,Laptop,429.0,243,Supplier-A,2024-07-03,2993
WH-A,Mobile,41.0,92,Supplier-B,2025-05-14,1795
WH-A,Monitor,100.0,231,Supplier-Z,2025-06-15,1576
WH-E,Camera,98.0,135,Supplier-X,2025-12-18,2963
WH-B,Mobile,244.0,246,Supplier-Y,2025-10-05,2375
WH-A,Monitor,194.0,93,Supplier-A,2025-06-30,1775
WH-C,Mouse,204.0,112,Supplier-A,2025-02-12,1689
WH-E,Printer,90.0,155,Supplier-Y,2024-07-26,2629
WH-D,Mouse,246.0,52,Supplier-X,2024-12-27,2005
WH-E,Mobile,193.0,247,Supplier-X,2025-02-09,2413
WH-D,Laptop,,214,Supplier-A,2026-01-01,2327
WH-E,Laptop,171.0,224,Supplier-B,2025-02-05,3421
WH-E,Keyboard,485.0,121,Supplier-Z,2025-12-29,3125
WH-E,Tablet,248.0,189,Supplier-A,2026-04-29,3213
WH-E,Camera,474.0,216,Supplier-Z,2025-06-18,4079
WH-B,Keyboard,38.0,149,Supplier-X,2024-08-25,1085
WH-B,Keyboard,67.0,129,Supplier-Y,2025-12-16,1167
WH-C,Tablet,34.0,188,Supplier-X,2024-12-29,1855
WH-C,Monitor,391.0,179,Supplier-Z,2026-06-18,2679
WH-A,Mouse,341.0,81,Supplier-Z,2025-01-22,1547
WH-A,Camera,313.0,166,Supplier-Z,2026-03-04,2762
WH-B,Monitor,173.0,250,Supplier-Z,2026-03-07,2186
WH-E,Tablet,286.0,76,Supplier-A,2025-10-29,3175
WH-E,Monitor,,232,Supplier-Z,2025-10-02,2067
WH-D,Mobile,51.0,83,Supplier-X,2025-11-26,1946
WH-B,Camera,209.0,153,Supplier-X,2026-03-17,2578
WH-E,Printer,319.0,158,Supplier-Z,2026-06-26,3432
WH-D,Printer,93.0,174,Supplier-Y,2024-12-01,2593
WH-D,Tablet,461.0,227,Supplier-B,2025-05-27,3541
WH-D,Camera,402.0,193,Supplier-X,2024-09-28,3445
WH-A,Printer,81.0,124,Supplier-X,2025-08-27,1513
WH-E,Tablet,210.0,145,Supplier-X,2024-12-22,2635
WH-C,Camera,425.0,250,Supplier-X,2025-11-16,3426
WH-D,Laptop,475.0,96,Supplier-Z,2024-10-24,3994
WH-D,Laptop,300.0,61,Supplier-X,2026-06-06,3063
WH-D,Keyboard,251.0,250,Supplier-B,2025-01-23,2346
WH-D,Tablet,278.0,244,Supplier-Y,2026-04-04,2814
WH-D,Tablet,65.0,220,Supplier-Z,2024-10-19,2364
WH-D,Printer,480.0,188,Supplier-Y,2024-08-25,3413
WH-D,Keyboard,463.0,56,Supplier-X,2024-08-16,2681
WH-C,Mobile,63.0,208,Supplier-B,2024-11-06,2216
WH-E,Laptop,287.0,171,Supplier-B,2026-03-08,3668
WH-A,Mobile,112.0,120,Supplier-B,2025-02-24,2088
WH-B,Monitor,,186,Supplier-B,2025-10-06,1760
WH-C,Printer,43.0,55,Supplier-B,2026-02-02,2353
WH-D,Tablet,32.0,131,Supplier-A,2026-04-02,2241
WH-C,Mobile,70.0,123,Supplier-X,2025-09-16,1633
WH-B,Keyboard,98.0,154,Supplier-X,2026-06-16,1241
WH-B,Laptop,186.0,232,Supplier-B,2025-02-10,2537
WH-C,Printer,183.0,132,Supplier-X,2025-06-07,2331
WH-D,Mobile,123.0,202,Supplier-X,2024-10-05,2219
WH-B,Camera,405.0,79,Supplier-B,2025-06-30,3402
WH-A,Mouse,303.0,173,Supplier-A,2025-12-17,1523
WH-D,Monitor,157.0,200,Supplier-X,2025-02-22,2266
WH-A,Monitor,353.0,127,Supplier-B,2025-12-26,2599
WH-D,Camera,453.0,102,Supplier-X,2025-05-09,3809
WH-B,Mouse,106.0,187,Supplier-B,2025-01-28,1434
WH-E,Camera,20.0,208,Supplier-X,2025-07-24,2458
WH-B,Laptop,497.0,119,Supplier-X,2025-08-24,3347
WH-C,Printer,451.0,199,Supplier-Z,2025-07-19,3633
WH-E,Keyboard,102.0,194,Supplier-X,2025-06-06,1541
WH-C,Mobile,377.0,85,Supplier-A,2024-09-01,3152
WH-E,Keyboard,127.0,131,Supplier-A,2025-10-08,2230
WH-C,Keyboard,159.0,132,Supplier-A,2024-07-31,1751
WH-B,Camera,,227,Supplier-B,2026-05-22,2118
WH-A,Camera,,94,Supplier-X,2025-06-01,1661
WH-E,Camera,,216,Supplier-A,2026-01-22,2883
WH-A,Laptop,364.0,146,Supplier-A,2025-03-08,3165
WH-E,Mouse,110.0,228,Supplier-A,2025-10-12,1734
WH-A,Camera,499.0,52,Supplier-Z,2025-01-11,3260
WH-A,Keyboard,,207,Supplier-Z,2024-07-21,920
WH-C,Monitor,272.0,59,Supplier-Y,2024-09-09,2309
WH-D,Monitor,120.0,213,Supplier-X,2024-12-25,2012
WH-A,Keyboard,276.0,191,Supplier-B,2025-12-06,1727
WH-E,Tablet,321.0,66,Supplier-X,2026-04-11,2878
WH-C,Monitor,393.0,99,Supplier-B,2026-04-30,3263
WH-A,Keyboard,472.0,159,Supplier-B,2025-09-20,2544
WH-A,Mouse,452.0,120,Supplier-A,2025-09-30,2018
WH-E,Camera,205.0,61,Supplier-A,2024-07-17,3534
WH-B,Laptop,490.0,164,Supplier-Z,2026-02-15,3381
WH-A,Printer,,196,Supplier-Y,2025-12-05,1763
WH-A,Monitor,58.0,100,Supplier-A,2026-03-31,1408
WH-C,Keyboard,340.0,57,Supplier-X,2025-01-26,2065
WH-D,Laptop,428.0,135,Supplier-B,2025-09-21,4064
WH-C,Monitor,262.0,137,Supplier-X,2024-08-01,2462
WH-A,Mouse,426.0,68,Supplier-B,2026-02-13,2375
WH-E,Camera,340.0,81,Supplier-X,2026-02-08,3313
WH-A,Laptop,180.0,227,Supplier-A,2024-11-14,2223
WH-B,Laptop,48.0,210,Supplier-A,2025-07-01,2215
WH-A,Mobile,,147,Supplier-X,2025-08-08,1155
WH-A,Printer,462.0,218,Supplier-Y,2025-11-19,3055
WH-A,Camera,257.0,208,Supplier-A,2025-06-09,2838
WH-A,Mouse,252.0,200,Supplier-X,2026-06-12,1154
WH-A,Mobile,324.0,201,Supplier-X,2025-02-02,2326
WH-B,Tablet,151.0,173,Supplier-B,2024-11-18,2474
WH-E,Camera,144.0,61,Supplier-Y,2025-09-28,2812
WH-B,Keyboard,243.0,216,Supplier-B,2025-06-04,2115
WH-C,Keyboard,473.0,87,Supplier-B,2025-11-06,2694
WH-D,Keyboard,195.0,52,Supplier-B,2026-03-25,2250
WH-E,Tablet,141.0,193,Supplier-X,2025-07-17,2712
WH-A,Printer,120.0,213,Supplier-Z,2024-09-09,1913
WH-A,Mouse,361.0,227,Supplier-Y,2025-07-01,1722
WH-E,Mouse,309.0,207,Supplier-B,2025-03-28,2580
WH-D,Mouse,73.0,60,Supplier-Y,2025-05-14,1472
WH-B,Laptop,374.0,209,Supplier-Y,2025-03-16,2881
WH-B,Camera,433.0,102,Supplier-Z,2025-03-07,3353
WH-B,Laptop,,57,Supplier-Z,2025-12-03,2034
WH-A,Tablet,245.0,199,Supplier-Z,2024-09-20,2376
WH-C,Laptop,121.0,94,Supplier-X,2026-04-28,2225
WH-C,Tablet,453.0,95,Supplier-Z,2024-11-02,3109
WH-A,Tablet,486.0,223,Supplier-Z,2025-03-14,2778
WH-D,Mobile,499.0,166,Supplier-Z,2025-05-16,3369
WH-C,Mouse,289.0,209,Supplier-Y,2025-12-21,1889
WH-A,Mobile,471.0,98,Supplier-Y,2025-07-20,2561
WH-E,Printer,182.0,212,Supplier-Z,2025-02-09,2921
WH-A,Monitor,170.0,133,Supplier-B,2025-11-27,1886
WH-A,Keyboard,455.0,199,Supplier-Y,2025-05-08,2115
WH-B,Mobile,424.0,66,Supplier-A,2026-03-24,2807
WH-E,Printer,211.0,168,Supplier-B,2026-02-11,3174
WH-C,Mouse,375.0,176,Supplier-B,2025-09-01,2467
WH-C,Printer,,106,Supplier-B,2024-07-29,2153
WH-D,Monitor,131.0,146,Supplier-A,2025-06-19,2435
WH-B,Mouse,,242,Supplier-Z,2024-09-07,743
WH-C,Camera,200.0,60,Supplier-B,2025-03-02,3088
WH-E,Mouse,250.0,154,Supplier-A,2025-01-13,2338
WH-D,Mouse,,163,Supplier-Z,2025-03-09,1219
WH-C,Mobile,,178,Supplier-Z,2024-09-29,1812
WH-E,Mobile,494.0,80,Supplier-Z,2026-02-21,3468
WH-C,Laptop,122.0,222,Supplier-B,2025-05-10,2684
WH-C,Keyboard,117.0,85,Supplier-Z,2026-05-03,1788
WH-E,Keyboard,414.0,138,Supplier-X,2025-08-04,2842
WH-D,Printer,407.0,170,Supplier-B,2026-04-02,3805
WH-E,Tablet,136.0,241,Supplier-A,2024-07-01,2665
WH-D,Monitor,320.0,243,Supplier-B,2025-11-23,3049
WH-D,Mouse,180.0,159,Supplier-X,2026-05-07,1834
WH-D,Monitor,250.0,57,Supplier-A,2025-08-26,2691
WH-B,Tablet,,218,Supplier-Z,2025-06-24,1877
WH-C,Mouse,234.0,242,Supplier-Y,2025-05-17,1708
WH-E,Keyboard,,58,Supplier-Z,2024-08-12,1471
WH-B,Mouse,342.0,205,Supplier-B,2024-11-23,2219
WH-D,Printer,,148,Supplier-Y,2025-08-07,2046
WH-D,Mobile,311.0,213,Supplier-Z,2025-04-08,2838
WH-A,Tablet,365.0,58,Supplier-X,2025-10-27,2568
WH-E,Camera,115.0,148,Supplier-X,2026-02-08,2740
WH-B,Monitor,357.0,166,Supplier-Z,2025-07-23,2350
WH-C,Laptop,187.0,155,Supplier-Y,2025-10-29,2611
WH-B,Mobile,294.0,240,Supplier-Y,2025-06-09,2167
WH-D,Monitor,465.0,160,Supplier-Y,2026-02-11,3363
WH-D,Tablet,314.0,200,Supplier-B,2024-08-10,3095
WH-E,Camera,,86,Supplier-Z,2024-12-06,2678
WH-A,Printer,433.0,134,Supplier-B,2025-01-24,3240
WH-D,Camera,,73,Supplier-A,2025-08-31,2497
WH-D,Mouse,220.0,94,Supplier-Z,2024-10-10,1972
WH-B,Tablet,395.0,148,Supplier-B,2026-06-21,3172
WH-B,Mobile,377.0,111,Supplier-A,2025-02-09,3026
WH-B,Keyboard,169.0,67,Supplier-B,2025-06-06,1864
WH-B,Camera,410.0,144,Supplier-A,2026-05-16,3219
WH-A,Mouse,250.0,103,Supplier-A,2025-12-25,1609
WH-A,Camera,57.0,222,Supplier-X,2025-07-12,2004
WH-D,Printer,401.0,99,Supplier-Z,2024-10-03,3456
WH-A,Laptop,78.0,84,Supplier-Z,2024-07-23,1951
WH-D,Camera,,218,Supplier-A,2025-11-02,2474
WH-D,Tablet,440.0,91,Supplier-A,2025-10-16,3357
WH-A,Mobile,170.0,239,Supplier-Y,2026-03-13,1760
WH-B,Mobile,366.0,162,Supplier-X,2025-01-02,2431
WH-B,Monitor,477.0,105,Supplier-X,2026-01-03,2707
WH-A,Mobile,373.0,63,Supplier-A,2024-11-01,2675
WH-A,Laptop,412.0,113,Supplier-A,2025-02-27,3077
WH-B,Monitor,28.0,53,Supplier-X,2025-09-01,1306
WH-B,Mobile,,220,Supplier-Y,2024-07-11,1335
WH-B,Laptop,282.0,133,Supplier-A,2025-09-02,2861
WH-E,Monitor,126.0,151,Supplier-B,2025-05-13,2647
WH-A,Monitor,74.0,94,Supplier-Y,2024-09-11,1179
WH-D,Mouse,219.0,106,Supplier-X,2024-12-22,1590
WH-C,Mouse,54.0,155,Supplier-X,2026-04-15,1016
WH-E,Camera,384.0,195,Supplier-X,2026-06-10,3489
WH-C,Mobile,186.0,228,Supplier-B,2024-09-27,2506
WH-B,Mouse,345.0,226,Supplier-Y,2025-06-24,1797
WH-D,Mobile,29.0,199,Supplier-Z,2024-09-30,2066
WH-D,Monitor,320.0,53,Supplier-B,2025-11-16,2929
WH-A,Mobile,141.0,243,Supplier-Z,2026-04-08,1697
WH-E,Mobile,90.0,125,Supplier-X,2024-10-28,2123
WH-B,Printer,,235,Supplier-Y,2025-07-23,1856
WH-D,Mouse,162.0,244,Supplier-Y,2026-06-25,1506
WH-E,Printer,,237,Supplier-Z,2026-01-08,2419
WH-C,Monitor,,220,Supplier-Y,2025-02-12,1477
WH-B,Printer,184.0,211,Supplier-B,2025-07-31,2405
WH-A,Camera,,86,Supplier-X,2025-12-30,1554
WH-B,Mobile,323.0,102,Supplier-Y,2025-01-29,2339
WH-E,Mobile,391.0,92,Supplier-A,2025-05-19,3592
WH-B,Monitor,110.0,127,Supplier-A,2026-04-10,1826
WH-E,Camera,159.0,173,Supplier-Y,2025-07-10,2867
WH-C,Printer,105.0,158,Supplier-A,2025-07-02,2523
WH-E,Printer,439.0,173,Supplier-Y,2025-01-06,3477
WH-D,Printer,408.0,126,Supplier-X,2025-06-20,3378
WH-E,Tablet,392.0,147,Supplier-B,2025-09-02,3663
WH-C,Camera,212.0,173,Supplier-Z,2024-10-21,2722
WH-C,Tablet,120.0,98,Supplier-A,2025-04-24,2112
WH-A,Mouse,227.0,151,Supplier-A,2024-11-26,1661
WH-C,Printer,177.0,200,Supplier-A,2026-06-17,2517
WH-D,Laptop,217.0,91,Supplier-X,2025-10-09,2700
WH-D,Keyboard,280.0,212,Supplier-Z,2025-07-30,2392
WH-C,Laptop,494.0,113,Supplier-A,2026-01-31,3656
WH-D,Laptop,343.0,57,Supplier-Z,2026-05-14,3536
WH-B,Keyboard,253.0,87,Supplier-B,2024-10-15,1889
WH-B,Tablet,79.0,214,Supplier-X,2026-05-03,1851
WH-D,Printer,,98,Supplier-B,2024-08-24,2698
WH-D,Tablet,149.0,178,Supplier-A,2025-01-31,2669
WH-D,Keyboard,405.0,236,Supplier-A,2026-02-21,2960
WH-A,Mobile,417.0,86,Supplier-B,2026-03-06,2738
WH-B,Printer,23.0,175,Supplier-Z,2026-04-25,1719
WH-A,Mobile,288.0,123,Supplier-A,2025-05-19,2489
WH-D,Tablet,211.0,84,Supplier-Y,2025-03-21,2484
WH-D,Tablet,76.0,104,Supplier-B,2026-06-26,2373
WH-B,Laptop,434.0,116,Supplier-Y,2026-03-04,3398
WH-D,Camera,75.0,92,Supplier-B,2025-07-30,2715
WH-C,Mobile,83.0,137,Supplier-A,2025-01-24,1914
WH-E,Monitor,268.0,75,Supplier-A,2026-03-30,2758
WH-A,Keyboard,360.0,60,Supplier-X,2024-07-02,1529
WH-B,Laptop,328.0,244,Supplier-A,2025-02-05,2970
WH-D,Camera,329.0,144,Supplier-Z,2026-01-15,3586
WH-C,Mouse,204.0,146,Supplier-Y,2025-02-17,1724
WH-A,Mouse,432.0,166,Supplier-Z,2026-04-12,2241
WH-D,Tablet,328.0,185,Supplier-X,2025-09-29,2777
WH-B,Mouse,336.0,171,Supplier-A,2025-09-24,2071
WH-D,Monitor,346.0,132,Supplier-X,2025-11-25,2496
WH-C,Laptop,367.0,205,Supplier-Z,2025-07-16,3299
WH-D,Mobile,239.0,171,Supplier-Z,2026-05-04,2804
WH-A,Printer,330.0,86,Supplier-Z,2024-10-24,2885
WH-E,Laptop,274.0,127,Supplier-Y,2025-06-12,3498
WH-E,Camera,478.0,79,Supplier-Y,2025-08-23,4030
WH-E,Monitor,128.0,218,Supplier-Y,2025-07-12,2492
WH-A,Mobile,,133,Supplier-A,2025-03-26,1446
WH-C,Monitor,360.0,221,Supplier-Z,2025-03-16,2593
WH-B,Camera,427.0,107,Supplier-X,2025-09-02,3225
WH-E,Mobile,213.0,240,Supplier-Z,2026-02-13,2965
WH-D,Printer,134.0,124,Supplier-Y,2025-08-27,2396
WH-A,Mobile,399.0,98,Supplier-Z,2025-04-19,2728
WH-A,Mouse,456.0,147,Supplier-Y,2025-06-19,2063
WH-A,Keyboard,322.0,149,Supplier-X,2026-06-25,1582
WH-C,Mouse,286.0,201,Supplier-Y,2025-03-07,1771
WH-A,Printer,295.0,130,Supplier-X,2026-05-07,2209
WH-C,Monitor,368.0,203,Supplier-A,2024-11-24,2799
WH-B,Laptop,183.0,226,Supplier-B,2025-12-24,2562
WH-C,Camera,273.0,146,Supplier-Y,2025-01-02,2799
WH-C,Tablet,454.0,107,Supplier-Y,2025-09-18,3270
WH-A,Tablet,392.0,218,Supplier-A,2025-04-24,2960
WH-B,Laptop,220.0,223,Supplier-B,2024-12-29,2852
WH-C,Printer,56.0,122,Supplier-A,2026-04-26,2262
WH-B,Printer,87.0,198,Supplier-X,2026-02-23,2154
WH-A,Keyboard,355.0,85,Supplier-A,2025-05-16,1991
WH-D,Keyboard,127.0,241,Supplier-Y,2024-08-03,1581
WH-A,Mouse,72.0,87,Supplier-B,2025-03-05,1108
WH-D,Tablet,69.0,171,Supplier-X,2026-01-30,1948
WH-A,Mobile,352.0,161,Supplier-B,2025-07-03,2482
WH-D,Monitor,80.0,175,Supplier-X,2025-12-30,1844
WH-E,Tablet,417.0,221,Supplier-A,2026-06-10,3738
WH-A,Camera,160.0,163,Supplier-A,2026-03-23,2418
WH-A,Mobile,62.0,214,Supplier-X,2025-04-23,1478
WH-E,Monitor,320.0,196,Supplier-X,2025-04-26,2855
WH-C,Mobile,112.0,215,Supplier-B,2025-11-28,2445
WH-D,Keyboard,,66,Supplier-B,2026-03-08,1765
WH-E,Tablet,436.0,150,Supplier-A,2026-03-30,3742
WH-E,Camera,285.0,187,Supplier-X,2025-11-19,3470
WH-A,Monitor,112.0,227,Supplier-X,2024-10-27,1278
WH-A,Camera,,197,Supplier-Z,2025-07-20,1755
WH-B,Mobile,151.0,58,Supplier-B,2024-07-29,2046
WH-A,Keyboard,298.0,218,Supplier-Z,2024-10-07,1494
WH-B,Keyboard,285.0,125,Supplier-X,2025-07-26,1792
WH-E,Camera,315.0,130,Supplier-Y,2025-10-02,3562
WH-C,Monitor,359.0,110,Supplier-X,2025-03-15,2345
WH-B,Tablet,458.0,84,Supplier-Z,2026-05-07,3132
WH-E,Monitor,203.0,236,Supplier-B,2024-09-16,2977
WH-D,Mobile,150.0,216,Supplier-B,2026-05-11,2483
WH-D,Camera,150.0,227,Supplier-X,2026-04-18,2573
WH-E,Monitor,342.0,212,Supplier-X,2025-06-07,3032
WH-B,Mouse,356.0,180,Supplier-B,2024-09-16,2277
WH-B,Printer,181.0,161,Supplier-Y,2025-08-13,2287
WH-A,Monitor,158.0,78,Supplier-X,2026-06-08,1674
WH-E,Printer,188.0,142,Supplier-X,2025-06-20,2784
WH-C,Tablet,,146,Supplier-Y,2024-07-12,1663
WH-D,Mobile,109.0,128,Supplier-X,2026-01-13,2178
WH-D,Mobile,198.0,122,Supplier-B,2024-10-20,2826
WH-C,Mobile,107.0,242,Supplier-X,2025-05-15,1870
WH-B,Mouse,302.0,153,Supplier-B,2026-05-08,2050
WH-E,Tablet,24.0,232,Supplier-Z,2025-11-21,2201
WH-B,Tablet,310.0,63,Supplier-A,2024-10-28,2851
WH-C,Monitor,234.0,96,Supplier-B,2024-08-28,2576
WH-C,Camera,166.0,159,Supplier-B,2025-06-30,3014
WH-B,Keyboard,176.0,130,Supplier-X,2026-02-28,1560
WH-A,Mobile,393.0,73,Supplier-X,2025-01-22,2213
WH-E,Laptop,400.0,176,Supplier-X,2025-03-20,3763
WH-A,Printer,497.0,172,Supplier-B,2025-10-28,3395
WH-E,Mobile,27.0,240,Supplier-A,2025-12-21,2134
WH-D,Mouse,398.0,185,Supplier-Y,2025-05-05,2544
WH-E,Laptop,249.0,222,Supplier-B,2025-11-17,3688
WH-E,Monitor,58.0,84,Supplier-Y,2024-09-01,2187
WH-C,Laptop,273.0,145,Supplier-A,2026-04-23,2926
WH-C,Monitor,455.0,80,Supplier-B,2025-03-13,3163
WH-C,Camera,155.0,238,Supplier-Z,2026-04-24,2838
WH-E,Printer,492.0,214,Supplier-Y,2025-12-06,3889
WH-A,Camera,454.0,141,Supplier-B,2026-04-29,3215
WH-E,Camera,172.0,51,Supplier-Z,2025-08-19,3145
WH-B,Printer,24.0,175,Supplier-Z,2025-04-22,1823
WH-A,Tablet,83.0,51,Supplier-A,2025-03-03,1678
WH-C,Monitor,222.0,143,Supplier-A,2025-10-30,2435
WH-B,Keyboard,244.0,162,Supplier-X,2026-01-10,1414
WH-B,Mouse,22.0,231,Supplier-A,2026-05-21,967
WH-A,Monitor,40.0,157,Supplier-Z,2026-02-10,1550
WH-C,Laptop,361.0,172,Supplier-Y,2025-07-15,3273
WH-C,Mobile,270.0,224,Supplier-A,2026-05-09,2825
WH-B,Mouse,276.0,239,Supplier-A,2025-08-25,2059
WH-D,Tablet,75.0,82,Supplier-X,2024-07-28,1954
WH-C,Laptop,46.0,137,Supplier-Y,2025-10-23,2207
WH-E,Laptop,265.0,174,Supplier-A,2024-08-23,3287
WH-D,Monitor,98.0,97,Supplier-B,2024-12-30,2271
WH-C,Mobile,378.0,159,Supplier-Z,2025-11-03,2785
WH-D,Mobile,332.0,201,Supplier-B,2025-12-14,3268
WH-B,Monitor,87.0,120,Supplier-X,2026-06-16,1409
WH-B,Printer,335.0,63,Supplier-X,2025-02-09,2649
WH-D,Keyboard,133.0,172,Supplier-Y,2024-12-24,1530
WH-E,Printer,175.0,143,Supplier-X,2026-02-01,2718
WH-C,Printer,183.0,96,Supplier-Y,2024-09-09,2319
WH-A,Laptop,128.0,121,Supplier-Z,2025-06-03,2244
WH-A,Printer,149.0,143,Supplier-Y,2024-09-15,1968
WH-C,Mobile,,191,Supplier-X,2026-02-11,1744
WH-B,Mouse,399.0,240,Supplier-Z,2025-11-05,2295
WH-E,Mouse,352.0,199,Supplier-Y,2025-12-29,2452
WH-A,Mobile,342.0,80,Supplier-Y,2026-05-09,2097
WH-E,Monitor,380.0,75,Supplier-Y,2024-09-17,2928
WH-E,Mouse,391.0,244,Supplier-Z,2025-06-10,2576
WH-E,Tablet,85.0,190,Supplier-X,2024-11-07,2469
WH-C,Mouse,249.0,80,Supplier-Z,2025-12-22,1870
WH-A,Camera,288.0,178,Supplier-A,2025-02-18,3018
WH-A,Tablet,160.0,83,Supplier-B,2026-06-02,2078
WH-A,Laptop,399.0,176,Supplier-Y,2024-07-23,2997
WH-E,Mobile,244.0,148,Supplier-Y,2024-08-05,2869
WH-D,Printer,159.0,50,Supplier-B,2025-03-09,2808
WH-E,Monitor,,181,Supplier-B,2026-03-11,2283
WH-E,Keyboard,456.0,231,Supplier-Z,2024-08-13,2905
WH-E,Mobile,,110,Supplier-Y,2025-02-13,1999
WH-A,Tablet,494.0,63,Supplier-Z,2025-04-05,3060
WH-B,Monitor,,138,Supplier-B,2025-04-18,1773
WH-E,Mouse,62.0,190,Supplier-Z,2025-05-31,1621
WH-B,Printer,170.0,64,Supplier-B,2024-10-22,2680
WH-A,Mouse,394.0,95,Supplier-Y,2025-01-06,1713
WH-A,Mobile,354.0,210,Supplier-A,2025-08-17,2636
WH-E,Monitor,132.0,102,Supplier-A,2025-05-17,2643
WH-D,Tablet,138.0,161,Supplier-A,2025-09-13,2552
WH-B,Camera,273.0,97,Supplier-X,2025-12-12,2886
WH-B,Monitor,271.0,96,Supplier-B,2026-03-08,2594
WH-C,Laptop,103.0,150,Supplier-Z,2024-11-17,2610
WH-E,Monitor,,112,Supplier-X,2024-11-10,1882
WH-D,Mobile,90.0,53,Supplier-B,2024-11-13,2528
WH-A,Printer,30.0,53,Supplier-A,2024-08-31,2030
WH-A,Tablet,,86,Supplier-Y,2025-10-17,1471
WH-E,Laptop,425.0,238,Supplier-X,2026-05-08,3843
WH-C,Mobile,91.0,194,Supplier-Y,2025-04-24,1950
WH-B,Keyboard,265.0,64,Supplier-Z,2025-10-25,1873
WH-C,Mobile,,189,Supplier-X,2025-12-13,1501
WH-A,Printer,20.0,56,Supplier-Y,2025-01-04,1526
WH-D,Printer,200.0,107,Supplier-Y,2025-07-22,3000
WH-D,Mobile,106.0,107,Supplier-A,2026-06-10,2220
WH-C,Mouse,335.0,142,Supplier-X,2025-09-26,1748
WH-A,Tablet,239.0,203,Supplier-Y,2024-10-20,1959
WH-D,Tablet,339.0,139,Supplier-Z,2024-12-28,3315
WH-A,Keyboard,358.0,117,Supplier-A,2025-06-24,2189
WH-A,Laptop,418.0,131,Supplier-Y,2025-11-08,2779
WH-D,Camera,,197,Supplier-A,2025-01-14,2568
WH-C,Tablet,185.0,96,Supplier-X,2025-06-22,2397
WH-D,Mouse,273.0,227,Supplier-Z,2025-01-15,2130
WH-E,Mouse,430.0,112,Supplier-Y,2025-11-30,2686
WH-D,Camera,293.0,187,Supplier-B,2024-07-08,3749
WH-B,Printer,317.0,184,Supplier-X,2026-05-30,2696
WH-B,Mobile,,54,Supplier-Y,2026-03-17,1435
WH-E,Camera,491.0,139,Supplier-Y,2025-06-27,4007
WH-B,Keyboard,93.0,191,Supplier-A,2026-05-31,1394
WH-B,Monitor,48.0,80,Supplier-Y,2025-02-09,1650
WH-B,Printer,376.0,145,Supplier-X,2025-12-09,2605
WH-A,Mobile,448.0,90,Supplier-A,2025-08-29,2609
WH-B,Mouse,60.0,53,Supplier-Y,2024-10-31,1071
WH-D,Tablet,260.0,241,Supplier-Y,2024-08-27,2800
WH-C,Camera,389.0,250,Supplier-A,2025-06-09,3647
WH-A,Keyboard,,214,Supplier-X,2025-03-26,416
WH-E,Tablet,,158,Supplier-B,2025-09-30,2598
WH-D,Keyboard,276.0,108,Supplier-B,2025-02-18,2444
WH-B,Keyboard,287.0,82,Supplier-X,2025-11-09,1841
WH-B,Printer,48.0,97,Supplier-B,2025-05-26,2415
WH-E,Mobile,264.0,214,Supplier-A,2025-12-19,3049
WH-D,Tablet,431.0,158,Supplier-X,2025-01-11,3042
WH-C,Mobile,59.0,249,Supplier-X,2025-06-20,1960
WH-C,Laptop,164.0,77,Supplier-Y,2026-04-18,2375
WH-B,Laptop,116.0,213,Supplier-Z,2025-02-20,2114
WH-B,Keyboard,311.0,194,Supplier-X,2024-12-02,1937
WH-D,Laptop,,129,Supplier-X,2025-04-25,1954
WH-C,Keyboard,276.0,242,Supplier-A,2026-04-24,2128
WH-C,Tablet,189.0,239,Supplier-X,2025-07-11,2274
WH-A,Tablet,320.0,172,Supplier-X,2024-09-21,2310
WH-A,Keyboard,97.0,70,Supplier-Y,2025-01-01,1111
WH-A,Monitor,433.0,86,Supplier-Y,2025-04-23,2642
WH-B,Mouse,422.0,124,Supplier-A,2025-09-18,2250
WH-E,Printer,476.0,224,Supplier-X,2025-04-05,3676
WH-B,Monitor,,89,Supplier-B,2025-09-20,1740
WH-D,Mobile,93.0,129,Supplier-X,2025-02-15,2109
WH-A,Camera,252.0,125,Supplier-X,2025-12-26,2288
